image_link,price,Distance,summaryscore,ratingband,cleanliness,facilities,animal_allowance,rooms,valueformoney,room_status,area,city,mobile,PGNAME,EMAIL
1,2900,13,8,Fabulous,8,8,Allowed,3,8,Single,GARIA STATION ROAD,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3900,4,9,Superb,9,9,Allowed,2,9,Single,Kasavanhalli,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,6500,4,9,Superb,9,9,Not Allowed,3,9,Single,Devanahalli,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,4,8,Fabulous,9,9,Allowed,4,9,Single,Frazer Town,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,1,8,Fabulous,8,8,Allowed,1,8,Single,Sector 6 Dwarka,Delhi,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3000,9,9,Superb,8,8,Allowed,1,9,Single,Varthur,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2600,9,9,Superb,9,8,Allowed,2,9,Single,Raja Rajeshwari Nagar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,13,9,Superb,9,9,Allowed,3,9,Single,Malleshwaram,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,9,9,Superb,9,9,Allowed,3,9,Single,Old Madras Road,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,9,8,Fabulous,8,8,Allowed,2,8,Single,Salt Lake City,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2100,4,8,Fabulous,8,8,Not Allowed,4,8,Single,7th Phase JP Nagar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2300,9,9,Superb,9,8,Allowed,1,8,Single,Keshtopur,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2300,6,9,Superb,9,9,Allowed,3,8,Single,Budigere,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2600,23,9,Superb,8,8,Allowed,2,8,Single,Chattarpur,Delhi,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,6,9,Superb,9,9,Allowed,2,9,Single,Rachenahalli,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3300,3,8,Good,8,8,Allowed,3,8,Single,Kandivali East,Mumbai,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,1,8,Good,8,8,Allowed,3,8,Single,Basavangudi,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3400,3,9,Superb,9,8,Allowed,1,9,Single,Electronics City Phase 1,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3500,2,8,Fabulous,9,7,Allowed,4,7,Single,Veppampatttu,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1800,2,8,Fabulous,9,8,Allowed,1,8,Single,Sithalapakkam,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,3,8,Fabulous,8,8,Allowed,6,8,Single,West Tambaram,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2800,3,9,Superb,9,9,Allowed,1,9,Single,Begur Road,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,3,8,Fabulous,9,8,Allowed,3,8,Single,Somasundara Palya,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3000,8,7,Very Good,9,8,Not Allowed,5,7,Single,Choodasandra,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3400,6,9,Superb,10,9,Allowed,3,9,Single,Raypur,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3400,1,8,Fabulous,10,6,Allowed,3,10,Single,5th Block Hbr Layout,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,1,9,Superb,9,9,Allowed,2,9,Single,Varthur,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2100,8,9,Superb,9,9,Allowed,3,9,Single,Kanakpura Road,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,4,8,Fabulous,7,8,Allowed,1,8,Single,Bandra,Mumbai,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,3,7,Very Good,10,8,Not Allowed,4,6,Single,Uttam Nagar west,Delhi,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3200,9,9,Superb,10,10,Not Allowed,5,10,Single,Ambedkar Colony,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3000,2,9,Superb,9,9,Allowed,1,9,Single,Kilkattalai,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,3,9,Superb,9,9,Not Allowed,3,9,Single,Yelahanka,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,4000,3,8,Superb,8,8,Allowed,3,8,Single,1st Block Jayanagar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3000,6,8,Fabulous,9,9,Allowed,4,9,Single,Keshtopur,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3200,9,8,Fabulous,9,9,Allowed,4,9,Single,Tollygunge,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,5500,3,9,Superb,9,9,Allowed,1,8,Single,Maruthi Sevanagar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3100,2,5,Good,6,2,Allowed,3,6,Single,Sector 22 Rohini,Delhi,6394783663,The Room Plaza,sarafayush130@gmail.com
1,4000,7,9,Superb,9,8,Allowed,1,9,Single,Samtanagar Village,Mumbai,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2800,16,10,Superb,10,10,Allowed,1,10,Single,Koramangala,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,9,9,Superb,9,9,Allowed,3,9,Single,Mahadevpura,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3900,2,9,Superb,10,9,Allowed,3,9,Single,Sector 1 Salt Lake City,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2200,8,9,Superb,8,8,Allowed,2,8,Single,1st Phase JP Nagar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2200,9,7,Very Good,10,8,Allowed,4,7,Single,Sonnenahalli,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2100,8,9,Superb,9,9,Allowed,1,9,Single,Kengeri,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,13,9,Superb,9,8,Not Allowed,1,9,Single,Kaikhali,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1800,11,9,Superb,10,9,Allowed,2,9,Single,Borivali East,Mumbai,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,8,9,Superb,9,9,Allowed,4,9,Single,8th Phase JP Nagar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1900,2,9,Superb,9,9,Allowed,2,9,Single,Thyagaraja Nagar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,1,9,Superb,9,9,Allowed,1,9,Single,Tangra,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,13,9,Superb,9,9,Allowed,1,9,Single,Baruipur,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3000,4,9,Superb,9,9,Not Allowed,3,9,Single,Nager Bazar,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3000,4,8,Fabulous,9,8,Allowed,1,8,Single,Rohini sector 24,Delhi,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2800,5,9,Superb,10,9,Allowed,4,9,Single,New Alipore,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2300,1,8,Fabulous,8,8,Allowed,2,8,Single,Haralur Road,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1500,4,8,Fabulous,7,7,Allowed,1,8,Single,Gottigere,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1500,6,8,Fabulous,9,8,Not Allowed,1,8,Single,Kanakpura Road,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2500,3,8,Fabulous,8,8,Not Allowed,3,9,Single,Hulimavu,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2300,4,9,Superb,9,8,Allowed,1,9,Single,KR Puram,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2600,3,9,Superb,9,9,Not Allowed,2,9,Single,Raja Rajeshwari Nagar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2600,2,9,Superb,9,8,Allowed,3,9,Single,Marathahalli,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2900,23,9,Superb,10,10,Allowed,1,10,Single,Jigani,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,5,8,Fabulous,9,8,Not Allowed,2,9,Single,HSR Layout,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2800,6,7,Very Good,8,6,Allowed,2,8,Single,Sholinganallur,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1200,6,9,Superb,9,9,Not Allowed,3,9,Single,Chikkabanavar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1200,6,8,Fabulous,8,7,Allowed,2,8,Single,Navallur,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1300,1,6,Good,5,5,Allowed,2,7,Single,Thane West,Mumbai,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1200,6,7,Very Good,6,5,Allowed,1,8,Single,Bhoganhalli,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,1200,6,8,Fabulous,7,7,Not Allowed,3,8,Single,Sector 2 HSR Layout,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,4,9,Superb,9,9,Allowed,1,9,Single,Laggere,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2700,3,9,Superb,9,9,Not Allowed,3,9,Single,7th Phase JP Nagar,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2900,3,9,Superb,9,9,Allowed,3,9,Sharing,Bommenahalli,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2400,8,9,Superb,9,9,Allowed,2,9,Single,Nalasopara East,Mumbai,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3800,5,9,Superb,10,10,Not Allowed,3,10,Single,Malviya Nagar,Delhi,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2600,3,9,Superb,9,8,Allowed,2,9,Single,Mansa Ram Park,Delhi,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2000,5,5,Good,8,6,Allowed,2,4,Single,Kelambakkam,Kolkata,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3000,9,9,Superb,9,8,Allowed,3,8,Sharing,Dombivali East,Mumbai,6394783663,The Room Plaza,sarafayush130@gmail.com
1,2400,1,9,Superb,10,9,Allowed,1,9,Single,Mallasandra,Bangalore,6394783663,The Room Plaza,sarafayush130@gmail.com
1,3000,9,9,Superb,9,9,Allowed,2,9,Single,Kanjurmarg,Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,2,9,Superb,10,10,Allowed,3,10,Single,Rachenahalli,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,3000,3,8,Fabulous,7,7,Allowed,3,8,Sharing,Electronic City,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,9,8,Fabulous,8,8,Allowed,1,8,Single,Thanisandra,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,14,6,Good,6,6,Allowed,3,6,Single,Hulimavu,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2700,4,4,Good,4,4,Allowed,1,4,Single,Ambattur,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,2400,9,8,Fabulous,8,8,Allowed,2,8,Single,Wadala,Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,2300,5,8,Fabulous,8,7,Allowed,4,8,Sharing,Agarpara,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,1900,7,9,Superb,9,8,Allowed,3,8,Single,Nager Bazar,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,2900,1,9,Superb,9,9,Not Allowed,4,9,Single,Channasandra,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,3,8,Fabulous,8,8,Allowed,2,8,Sharing,Vasanth nagar,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,1300,23,8,Fabulous,9,8,Allowed,2,8,Single,Khanpur,Delhi,6394783663,The Room Plaza,charoonigam@gmail.com
1,3500,3,9,Superb,9,9,Allowed,2,8,Single,Ballygunge,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,3700,4,9,Superb,10,8,Allowed,3,10,Single,HBR Layout,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,1003200,4,8,Fabulous,8,9,Allowed,1,8,Single,Majiwada,Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,3000,18,4,Good,4,2,Not Allowed,4,4,Single,Madhyamgram,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,1500,1,9,Superb,9,9,Allowed,1,9,Single,Yeshwanthpur,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,3200,2,8,Fabulous,10,9,Allowed,4,9,Single,Kelambakkam,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,1600,3,8,Fabulous,8,8,Allowed,1,9,Single,Kundli,Delhi,6394783663,The Room Plaza,charoonigam@gmail.com
1,2200,9,9,Superb,9,9,Not Allowed,3,9,Sharing,Behala,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,3000,3,6,Good,6,5,Allowed,1,6,Sharing,Rajaji Nagar,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,8,9,Superb,9,8,Allowed,2,8,Sharing,KR Puram,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,1600,2,9,Superb,9,8,Allowed,1,8,Sharing,Margondanahalli,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,1500,1,8,Fabulous,9,8,Not Allowed,2,8,Sharing,Hennur,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,2,10,Superb,10,10,Not Allowed,4,10,Sharing,BTM 2nd Stage,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,7600,2,8,Fabulous,9,9,Allowed,1,8,Sharing,HOSUR MAIN ROAD,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,29,10,Superb,10,10,Allowed,2,10,Sharing,Vasai,Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,2,8,Fabulous,9,8,Allowed,3,8,Sharing,Sholinganallur,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,4,9,Superb,8,8,Allowed,1,8,Sharing,Marathahalli,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2300,4,9,Superb,9,9,Allowed,3,9,Single,Electronic City Phase II,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,3800,3,8,Superb,8,8,Allowed,2,8,Sharing,Rajarhat,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,1,9,Superb,9,8,Allowed,2,9,Single,Sarjapur  Road,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2400,3,9,Superb,9,9,Not Allowed,2,8,Sharing,New Barrackpur,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,3000,3,9,Superb,9,9,Not Allowed,2,9,Single,VIP Road,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,2700,3,9,Superb,9,9,Allowed,3,9,Sharing,mumbai,Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,6300,3,9,Superb,10,9,Allowed,3,8,Sharing,Dombivli (West),Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,3000,4,9,Superb,9,9,Allowed,2,9,Sharing,Sithalapakkam,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,2300,6,9,Superb,9,9,Allowed,3,9,Single,Badlapur East,Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,3700,7,9,Superb,9,9,Allowed,1,8,Single,Haralur Road,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,3,9,Superb,10,10,Allowed,1,9,Sharing,Raja Rajeshwari Nagar,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,3000,9,9,Superb,10,7,Not Allowed,1,10,Single,Electronic City Phase II,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,1003200,4,8,Fabulous,10,10,Allowed,2,6,Single,Singasandra,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,3300,4,8,Fabulous,9,9,Allowed,2,8,Sharing,Paschim Vihar,Delhi,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,1,9,Superb,9,9,Allowed,4,9,Single,Avadi,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,3800,1,6,Good,6,6,Allowed,3,6,Single,Bellandur,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,3000,11,7,Very Good,6,4,Allowed,3,6,Single,Amruthahalli,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,8,7,Very Good,6,8,Allowed,1,7,Single,JJ Colony,Delhi,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,9,8,Fabulous,9,8,Allowed,4,9,Single,Ulwe,Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,1500,3,8,Fabulous,8,8,Allowed,2,8,Single,Jangpura,Delhi,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,23,8,Fabulous,9,9,Not Allowed,2,9,Sharing,8th Phase JP Nagar,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2100,8,8,Fabulous,9,9,Not Allowed,8,8,Single,Hennur Road,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,5400,3,9,Superb,9,9,Allowed,4,9,Single,Khardah,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,2300,8,6,Good,8,6,Allowed,2,6,Single,Gariahat,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,1500,8,8,Fabulous,9,8,Allowed,2,8,Single,Greater kailash 1,Delhi,6394783663,The Room Plaza,charoonigam@gmail.com
1,3200,4,9,Superb,9,9,Not Allowed,1,9,Single,Uttam Nagar,Delhi,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,4,9,Superb,9,9,Allowed,4,9,Single,Sarjapur  Road,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,3000,3,9,Superb,9,9,Not Allowed,3,9,Single,Mahalakshmi Layout,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,5200,9,9,Superb,10,9,Allowed,2,9,Sharing,Badlapur,Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,4,9,Superb,9,9,Allowed,1,8,Sharing,Behala,Kolkata,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,7,9,Superb,9,9,Allowed,1,9,Single,Bindapur,Delhi,6394783663,The Room Plaza,charoonigam@gmail.com
1,4000,8,9,Superb,9,9,Allowed,1,10,Sharing,Kamothe,Mumbai,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,4,8,Fabulous,8,8,Allowed,3,8,Single,7th Phase JP Nagar,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2300,2,8,Fabulous,7,6,Allowed,2,8,Sharing,Richards Town,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2000,2,8,Fabulous,9,7,Not Allowed,4,9,Sharing,Jalahalli,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2500,17,9,Superb,9,9,Allowed,1,9,Single,Electronics City Phase 1,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2800,2,8,Fabulous,8,6,Not Allowed,1,7,Sharing,Brookefield,Bangalore,6394783663,The Room Plaza,charoonigam@gmail.com
1,2900,5,8,Fabulous,8,7,Allowed,3,8,Single,Uttam Nagar west,Delhi,6394783663,The Room Plaza,charoonigam@gmail.com
